ID_cliente,Cancelacion,Genero,Adulto_Mayor,Asociado,Dependientes,Antigüedad,Servicio_Telefonico,Lineas_Multiples,Servicio_Internet,Seguridad_En_Linea,Respaldo_En_Linea,Proteccion_Dispositivo,Soporte_Tecnico,TV_Streaming,Peliculas_Streaming,Contrato,Facturacion_Electronica,Metodo_Pago,Cargos_Mensuales,Cargos_Totales,Cuentas_Diarias
2692-BUCFV,False,Masculino,True,False,False,29,True,No,Fibra optica,No,Si,Si,No,Si,Si,Mes a mes,True,Transferencia bancaria (automatica),101.45,2948.6,3.382
2692-PFYTJ,False,Femenino,False,False,False,1,True,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,True,Cheque por correo,25.75,25.75,0.858
2694-CIUMO,False,Femenino,False,False,False,12,True,Si,Fibra optica,No,No,No,Si,No,No,Mes a mes,True,Tarjeta de credito (automatica),79.55,958.25,2.652
2696-ECXKC,False,Femenino,False,True,True,55,True,Si,Fibra optica,Si,No,No,No,Si,Si,Un año,False,Cheque por correo,100.9,5448.6,3.363
2696-NARTR,True,Masculino,False,False,False,11,True,No,Fibra optica,No,No,No,Si,No,No,Mes a mes,True,Cheque electronico,73.85,926.25,2.462
2696-RZVZW,False,Masculino,False,True,False,68,True,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,False,Tarjeta de credito (automatica),25.05,1629.2,0.835
2697-NQBPF,False,Masculino,False,False,False,34,True,Si,Fibra optica,No,Si,No,Si,Si,Si,Mes a mes,True,Cheque electronico,105.35,3540.65,3.512
2700-LUEVA,False,Masculino,False,False,False,1,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,False,Tarjeta de credito (automatica),20.75,20.75,0.692
2703-AMTUL,False,Masculino,False,True,True,36,True,No,DSL,Si,Si,No,No,No,No,Un año,False,Cheque por correo,53.65,1939.35,1.788
2706-QZIHY,False,Femenino,False,True,False,15,True,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,False,Cheque por correo,25.2,387.9,0.84
2709-UQGNP,False,Masculino,False,False,False,10,True,No,DSL,Si,No,No,No,No,No,Mes a mes,True,Cheque por correo,51.65,524.5,1.722
2710-WYVXG,False,Femenino,False,False,False,3,True,No,DSL,Si,Si,No,Si,No,Si,Dos años,False,Cheque por correo,71.1,213.35,2.37
2712-SYWAY,False,Femenino,False,False,False,1,True,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,True,Cheque electronico,25.7,25.7,0.857
2716-GFZOR,False,Masculino,False,True,False,43,True,No,Fibra optica,Si,Si,Si,No,No,No,Mes a mes,True,Tarjeta de credito (automatica),86.1,3551.65,2.87
2717-HVIZY,False,Femenino,False,False,True,8,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,False,Cheque por correo,20.05,163.6,0.668
2718-GAXQD,True,Femenino,True,True,True,4,True,No,DSL,No,No,No,No,No,No,Mes a mes,False,Cheque electronico,46.0,181.6,1.533
2718-YSKCS,False,Masculino,False,True,True,71,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,True,Transferencia bancaria (automatica),19.6,1387.45,0.653
2719-BDAQO,True,Masculino,False,False,False,17,True,No,Fibra optica,Si,No,No,No,Si,Si,Mes a mes,False,Cheque electronico,93.85,1625.65,3.128
2720-FVBQP,False,Femenino,False,True,True,6,True,Si,DSL,No,No,No,No,No,No,Mes a mes,True,Tarjeta de credito (automatica),48.95,273.25,1.632
2720-WGKHP,True,Masculino,True,False,False,2,True,Si,Fibra optica,No,No,No,No,Si,Si,Mes a mes,True,Cheque electronico,94.0,181.7,3.133
2722-JMONI,True,Femenino,True,True,False,1,True,No,DSL,Si,No,No,No,No,No,Mes a mes,True,Cheque electronico,49.55,49.55,1.652
2722-VOJQL,True,Masculino,False,False,False,64,True,Si,Fibra optica,No,Si,No,Si,Si,Si,Un año,True,Tarjeta de credito (automatica),105.65,6903.1,3.522
2724-FJDYW,False,Masculino,False,False,True,39,False,Sin servicio telefonico,DSL,No,No,Si,Si,Si,Si,Un año,False,Transferencia bancaria (automatica),54.85,2191.7,1.828
2725-IWWBA,False,Masculino,False,True,True,46,True,No,DSL,Si,No,Si,Si,No,No,Un año,False,Cheque por correo,56.9,2560.1,1.897
2725-KXXWT,True,Masculino,False,True,False,1,True,No,Fibra optica,No,No,No,No,Si,Si,Mes a mes,True,Cheque electronico,90.75,90.75,3.025
2725-TTRIQ,False,Femenino,False,True,True,72,True,Si,DSL,Si,No,Si,Si,Si,Si,Dos años,True,Transferencia bancaria (automatica),84.2,5986.55,2.807
2729-VNVAP,False,Femenino,False,True,True,33,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,False,Tarjeta de credito (automatica),19.8,641.35,0.66
2731-GJRDG,False,Femenino,False,False,False,32,True,Si,Fibra optica,Si,No,Si,Si,Si,Si,Un año,True,Transferencia bancaria (automatica),109.55,3608.0,3.652
2732-ISEZX,False,Femenino,False,False,False,5,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,True,Cheque por correo,20.5,104.3,0.683
2737-WFVYW,True,Femenino,False,False,False,2,False,Sin servicio telefonico,DSL,No,No,No,No,Si,Si,Mes a mes,True,Cheque electronico,45.25,85.5,1.508
2737-YNGYW,True,Femenino,False,False,False,2,True,No,Fibra optica,No,No,No,No,No,Si,Mes a mes,False,Cheque electronico,80.55,184.1,2.685
2739-CACDQ,False,Femenino,True,False,False,17,True,Si,Fibra optica,No,No,Si,No,No,No,Mes a mes,True,Tarjeta de credito (automatica),82.65,1470.05,2.755
2739-CCZMB,False,Masculino,False,False,True,5,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,False,Tarjeta de credito (automatica),20.35,122.0,0.678
2740-JFBOK,False,Masculino,False,False,False,10,True,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,True,Cheque electronico,24.0,226.55,0.8
2740-TVLFN,False,Masculino,False,False,False,1,True,Si,DSL,No,No,No,No,No,No,Mes a mes,True,Cheque electronico,50.15,50.15,1.672
2746-DIJLO,False,Femenino,False,False,False,41,True,Si,DSL,No,Si,No,No,No,No,Un año,True,Tarjeta de credito (automatica),56.3,2364.0,1.877
2748-MYRVK,True,Femenino,False,False,False,63,True,Si,Fibra optica,No,Si,No,No,Si,Si,Un año,False,Transferencia bancaria (automatica),99.9,6137.0,3.33
2749-CTKAJ,False,Masculino,False,True,True,22,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,False,Cheque por correo,20.15,419.9,0.672
2750-BJLSB,False,Femenino,False,False,False,47,True,No,Fibra optica,Si,No,Si,Si,Si,Si,Un año,True,Cheque electronico,103.7,4730.6,3.457
2753-JMMCV,False,Masculino,False,False,False,65,True,Si,DSL,No,Si,Si,Si,No,Si,Dos años,True,Tarjeta de credito (automatica),74.2,4805.65,2.473
2754-SDJRD,False,Femenino,True,False,False,8,True,Si,Fibra optica,No,No,No,Si,Si,Si,Mes a mes,True,Tarjeta de credito (automatica),100.15,908.55,3.338
2754-VDLTR,True,Masculino,False,False,True,10,True,Si,Fibra optica,No,No,No,No,Si,Si,Mes a mes,False,Cheque electronico,95.2,930.4,3.173
2754-XBHTB,True,Femenino,False,False,False,9,True,No,Fibra optica,No,No,No,No,Si,No,Mes a mes,True,Transferencia bancaria (automatica),77.65,714.15,2.588
2758-RNWXS,False,Masculino,False,False,False,35,True,No,Fibra optica,Si,No,No,Si,No,Si,Un año,True,Cheque electronico,89.2,3251.3,2.973
2761-OCIAX,True,Masculino,True,False,False,2,True,No,Fibra optica,No,Si,No,No,No,No,Mes a mes,True,Cheque electronico,74.7,165.4,2.49
2761-XECQW,False,Masculino,True,True,False,8,False,Sin servicio telefonico,DSL,No,Si,Si,No,No,Si,Mes a mes,True,Cheque por correo,43.35,371.4,1.445
2770-NSVDG,False,Masculino,False,True,False,24,False,Sin servicio telefonico,DSL,No,No,Si,No,No,No,Mes a mes,False,Cheque electronico,29.1,688.0,0.97
2773-MADBQ,False,Femenino,False,False,False,36,False,Sin servicio telefonico,DSL,Si,Si,Si,Si,No,Si,Dos años,True,Cheque por correo,53.1,1901.25,1.77
2773-OVBPK,False,Masculino,False,True,False,67,True,Si,Fibra optica,No,Si,Si,Si,Si,Si,Dos años,True,Transferencia bancaria (automatica),111.3,7567.2,3.71
2774-LVQUS,True,Femenino,True,True,False,15,True,Si,Fibra optica,No,No,Si,Si,No,No,Mes a mes,True,Cheque electronico,83.05,1258.3,2.768
2775-SEFEE,False,Masculino,False,False,True,0,True,Si,DSL,Si,Si,No,Si,No,No,Dos años,True,Transferencia bancaria (automatica),61.9,261.8179942547216,2.063
2777-PHDEI,True,Femenino,False,False,False,1,True,No,Fibra optica,No,No,No,No,Si,No,Mes a mes,False,Cheque electronico,78.05,78.05,2.602
2778-OCLGR,True,Masculino,True,True,False,24,False,Sin servicio telefonico,DSL,Si,No,No,No,No,Si,Mes a mes,False,Transferencia bancaria (automatica),39.1,971.3,1.303
2782-JEEBU,False,Masculino,False,False,False,21,False,Sin servicio telefonico,DSL,No,Si,No,Si,No,No,Mes a mes,True,Cheque por correo,36.0,780.15,1.2
2782-LFZVW,False,Femenino,False,False,False,11,True,Si,DSL,No,No,No,No,No,Si,Mes a mes,True,Cheque por correo,58.95,601.6,1.965
2786-GCDPI,False,Femenino,True,False,False,50,True,Si,Fibra optica,No,No,Si,Si,Si,Si,Mes a mes,True,Cheque electronico,104.95,5222.35,3.498
2788-CJQAQ,False,Masculino,False,False,False,13,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,False,Cheque por correo,19.45,270.2,0.648
2789-CZANW,False,Femenino,False,True,True,64,True,Si,Fibra optica,Si,Si,No,Si,Si,Si,Dos años,False,Transferencia bancaria (automatica),110.3,6997.3,3.677
2789-HQBOU,False,Masculino,False,False,False,3,True,No,Fibra optica,No,No,No,No,No,Si,Mes a mes,True,Cheque electronico,80.35,253.8,2.678
2790-XUYMV,False,Masculino,False,False,True,71,True,Si,Fibra optica,Si,Si,No,No,No,No,Un año,True,Tarjeta de credito (automatica),85.45,6028.95,2.848
2791-SFVEW,False,Femenino,False,False,False,9,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,False,Transferencia bancaria (automatica),20.15,238.15,0.672
2792-LSHWX,False,Femenino,False,False,False,1,True,No,Fibra optica,Si,Si,No,Si,No,No,Mes a mes,True,Cheque por correo,83.4,83.4,2.78
2792-VPPET,False,Masculino,False,False,False,3,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,True,Cheque electronico,20.5,76.95,0.683
2794-XIMMO,True,Masculino,False,True,False,53,False,Sin servicio telefonico,DSL,No,Si,Si,Si,Si,Si,Un año,True,Cheque electronico,60.45,3184.25,2.015
2796-NNUFI,False,Femenino,False,True,True,46,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,True,Cheque por correo,19.95,927.1,0.665
2796-UUZZO,False,Masculino,False,True,True,63,True,No,Fibra optica,No,Si,Si,No,No,No,Mes a mes,True,Tarjeta de credito (automatica),80.3,4896.35,2.677
2798-NYLMZ,False,Masculino,False,True,False,71,True,Si,Fibra optica,Si,No,Si,Si,Si,Si,Dos años,True,Tarjeta de credito (automatica),108.55,7616.0,3.618
2799-ARNLO,False,Femenino,True,True,False,5,True,No,Fibra optica,No,No,No,No,No,No,Mes a mes,True,Cheque electronico,69.35,341.6,2.312
2799-TSLAG,False,Femenino,False,True,True,65,True,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,True,Transferencia bancaria (automatica),25.3,1748.55,0.843
2800-QQUSO,False,Masculino,False,False,False,42,True,Si,Fibra optica,No,No,No,Si,Si,Si,Mes a mes,True,Cheque electronico,100.3,4222.95,3.343
2800-VEQXM,False,Femenino,False,False,False,3,True,No,Fibra optica,No,No,Si,No,No,No,Mes a mes,True,Cheque por correo,74.75,238.1,2.492
2801-NISEI,False,Masculino,False,False,False,24,True,No,DSL,Si,No,No,Si,No,No,Mes a mes,False,Cheque electronico,54.95,1348.5,1.832
2804-ETQDK,False,Masculino,False,False,True,66,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,False,Cheque por correo,20.55,1357.1,0.685
2805-AUFQN,False,Femenino,False,False,False,25,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,False,Tarjeta de credito (automatica),19.8,475.2,0.66
2805-EDJPQ,False,Femenino,False,True,True,56,True,Si,Fibra optica,No,Si,Si,Si,No,Si,Un año,True,Tarjeta de credito (automatica),99.75,5608.4,3.325
2806-MLNTI,False,Masculino,True,True,False,52,True,Si,Fibra optica,No,Si,Si,No,Si,Si,Un año,True,Transferencia bancaria (automatica),105.1,5376.4,3.503
2808-CHTDM,False,Femenino,False,True,True,23,True,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,False,Cheque por correo,25.1,611.45,0.837
2809-ILCYT,False,Femenino,False,True,False,25,True,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,True,Cheque por correo,26.8,733.55,0.893
2809-ZMYOQ,False,Femenino,False,False,False,32,True,Si,Fibra optica,No,No,Si,No,Si,Si,Mes a mes,True,Cheque electronico,101.35,3334.9,3.378
2810-FTLEM,True,Femenino,False,False,False,16,True,No,DSL,Si,No,No,No,No,No,Mes a mes,True,Cheque electronico,50.15,762.25,1.672
2811-POVEX,False,Femenino,True,True,True,23,True,No,Fibra optica,No,Si,Si,No,No,Si,Mes a mes,True,Transferencia bancaria (automatica),88.45,2130.55,2.948
2812-ENYMO,False,Masculino,False,False,False,26,False,Sin servicio telefonico,DSL,Si,No,No,Si,Si,Si,Un año,False,Tarjeta de credito (automatica),54.55,1362.85,1.818
2812-REYAT,False,Femenino,False,True,False,49,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,True,Transferencia bancaria (automatica),20.05,923.1,0.668
2812-SFXMJ,False,Masculino,False,False,True,1,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,False,Cheque por correo,20.05,20.05,0.668
2815-CPTUL,True,Masculino,True,False,False,5,True,No,Fibra optica,No,No,No,No,No,No,Mes a mes,True,Cheque por correo,70.25,331.9,2.342
2817-LVCPP,False,Femenino,False,False,False,50,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,False,Tarjeta de credito (automatica),19.4,1023.95,0.647
2817-NTQDO,True,Masculino,False,False,False,13,False,Sin servicio telefonico,DSL,Si,No,No,Si,Si,No,Mes a mes,True,Tarjeta de credito (automatica),45.55,597.0,1.518
2819-GWENI,False,Femenino,False,True,True,28,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,False,Cheque por correo,19.9,543.0,0.663
2821-WARNZ,False,Femenino,False,False,True,49,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,False,Tarjeta de credito (automatica),19.45,921.3,0.648
2823-LKABH,False,Femenino,False,False,False,18,True,Si,Fibra optica,No,No,Si,Si,No,Si,Mes a mes,True,Transferencia bancaria (automatica),95.05,1679.4,3.168
2824-DXNKN,False,Femenino,False,True,True,72,True,Si,DSL,Si,No,Si,No,Si,No,Dos años,True,Transferencia bancaria (automatica),71.45,5025.85,2.382
2824-MYYBN,False,Femenino,False,True,True,37,True,Si,Fibra optica,No,No,No,No,Si,Si,Mes a mes,True,Cheque electronico,95.25,3314.15,3.175
2826-DXLQO,False,Masculino,True,True,False,7,False,Sin servicio telefonico,DSL,Si,No,No,No,No,No,Mes a mes,False,Transferencia bancaria (automatica),29.8,220.45,0.993
2826-UWHIS,False,Masculino,False,True,False,45,True,Si,Fibra optica,No,Si,No,No,No,No,Mes a mes,False,Transferencia bancaria (automatica),81.4,3775.85,2.713
2828-SLQPF,False,Masculino,False,False,False,19,True,No,DSL,No,No,No,No,No,No,Mes a mes,True,Transferencia bancaria (automatica),45.0,865.85,1.5
2829-HYVZP,False,Masculino,False,False,False,29,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,True,Cheque por correo,19.8,572.2,0.66
2830-LEWOA,False,Masculino,False,True,True,61,True,No,Fibra optica,No,Si,Si,Si,Si,Si,Un año,False,Tarjeta de credito (automatica),103.9,6449.15,3.463
2831-EBWRN,False,Masculino,False,False,False,4,True,No,DSL,No,No,No,No,No,No,Mes a mes,True,Cheque electronico,45.9,199.75,1.53
2832-KJCRD,False,Femenino,False,False,False,38,True,Si,Fibra optica,No,No,Si,Si,Si,Si,Mes a mes,True,Cheque electronico,103.65,3988.5,3.455
2832-SCUCO,False,Femenino,False,False,False,2,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,False,Cheque electronico,19.9,57.4,0.663
2833-SLKDQ,True,Masculino,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Mes a mes,False,Cheque por correo,45.05,45.05,1.502
2834-JKOOW,False,Femenino,False,False,False,15,False,Sin servicio telefonico,DSL,Si,Si,Si,Si,No,No,Un año,False,Cheque por correo,45.9,693.45,1.53
2834-JRTUA,True,Masculino,False,False,False,71,True,Si,Fibra optica,Si,No,Si,Si,Si,Si,Dos años,True,Cheque electronico,108.05,7532.15,3.602
2834-SPCJV,True,Masculino,False,True,False,52,True,No,Fibra optica,Si,No,No,No,Si,No,Mes a mes,False,Cheque electronico,84.1,4348.65,2.803
2839-RFSQE,True,Femenino,False,False,False,2,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,False,Cheque por correo,20.65,38.7,0.688
2840-XANRC,True,Masculino,True,True,False,24,True,No,Fibra optica,No,No,Si,No,Si,Si,Mes a mes,True,Cheque electronico,93.15,2231.05,3.105
2842-BCQGE,False,Masculino,False,False,False,43,True,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,True,Tarjeta de credito (automatica),75.35,3161.4,2.512
2842-JTCCU,True,Masculino,False,False,False,2,True,No,DSL,No,No,No,No,No,No,Mes a mes,False,Transferencia bancaria (automatica),46.05,80.35,1.535
2843-CQMEG,False,Masculino,False,False,False,24,True,No,DSL,No,Si,No,No,No,No,Mes a mes,True,Cheque por correo,49.7,1218.25,1.657
2845-AFFTX,True,Masculino,True,True,False,41,True,Si,Fibra optica,No,No,Si,No,Si,Si,Mes a mes,True,Cheque electronico,99.8,4259.3,3.327
2845-HSJCY,True,Femenino,False,True,True,14,True,Si,Fibra optica,No,No,Si,No,No,Si,Mes a mes,True,Cheque electronico,87.25,1258.6,2.908
2845-KDHVX,False,Femenino,False,True,False,64,True,No,DSL,No,Si,Si,Si,No,Si,Dos años,True,Cheque por correo,68.3,4378.8,2.277
2848-YXSMW,False,Masculino,False,True,True,72,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,False,Tarjeta de credito (automatica),19.4,1363.25,0.647
2851-MMUTZ,False,Femenino,False,False,False,27,True,No,DSL,No,Si,No,Si,No,No,Mes a mes,True,Cheque por correo,56.15,1439.35,1.872
2851-STERV,False,Masculino,True,False,False,35,True,No,DSL,No,No,Si,Si,Si,Si,Un año,True,Cheque electronico,73.0,2471.25,2.433
2853-CWQFQ,False,Masculino,False,False,True,1,True,No,DSL,No,No,No,Si,No,Si,Mes a mes,True,Cheque por correo,59.55,59.55,1.985
2855-QOWGP,True,Masculino,False,False,True,34,True,Si,Fibra optica,Si,Si,No,No,Si,Si,Un año,True,Cheque electronico,103.8,3470.8,3.46
2856-HYAPG,True,Femenino,False,False,False,1,True,No,Fibra optica,No,No,No,No,No,No,Mes a mes,False,Cheque electronico,68.65,68.65,2.288
2856-NNASM,True,Masculino,True,False,False,43,True,No,Fibra optica,No,No,No,No,Si,Si,Mes a mes,True,Cheque por correo,89.55,3856.75,2.985
2858-EIMXH,False,Femenino,True,True,False,53,True,Si,Fibra optica,No,No,No,No,Si,Si,Un año,True,Tarjeta de credito (automatica),95.85,5016.25,3.195
2858-MOFSQ,True,Femenino,False,False,True,17,True,Si,DSL,No,No,Si,No,No,No,Un año,True,Cheque por correo,55.85,937.5,1.862
2860-RANUS,True,Femenino,True,False,False,20,True,Si,Fibra optica,No,No,No,No,No,Si,Mes a mes,True,Tarjeta de credito (automatica),85.8,1727.5,2.86
2862-JVEOY,False,Masculino,False,False,False,6,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,False,Cheque por correo,19.15,124.4,0.638
2862-PFNIK,False,Masculino,False,False,True,1,False,Sin servicio telefonico,DSL,No,No,No,No,No,No,Mes a mes,True,Cheque electronico,24.7,24.7,0.823
2863-IMQDR,False,Femenino,False,False,False,61,True,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,False,Cheque electronico,89.65,5308.7,2.988
2865-TCHJW,True,Femenino,True,False,False,4,True,Si,Fibra optica,No,No,Si,No,Si,No,Mes a mes,True,Cheque electronico,89.2,346.2,2.973
2866-IKBTM,False,Femenino,False,False,False,1,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,False,Cheque por correo,19.55,19.55,0.652
2867-UIMSS,True,Masculino,False,False,False,1,True,No,Fibra optica,No,No,No,No,No,Si,Mes a mes,False,Cheque electronico,80.5,80.5,2.683
2868-LLSKM,False,Femenino,False,True,True,68,True,Si,Fibra optica,No,Si,No,Si,No,No,Un año,True,Transferencia bancaria (automatica),83.65,5733.4,2.788
2868-MZAGQ,True,Masculino,False,False,False,1,True,No,Fibra optica,No,No,No,No,No,Si,Mes a mes,True,Cheque electronico,79.25,79.25,2.642
2868-SNELZ,True,Femenino,False,False,False,2,True,Si,Fibra optica,No,No,Si,No,No,No,Mes a mes,False,Cheque por correo,80.6,155.8,2.687
2869-ADAWR,True,Femenino,False,False,False,45,True,Si,Fibra optica,No,Si,No,No,Si,No,Mes a mes,True,Tarjeta de credito (automatica),89.3,4016.85,2.977
2873-ZLIWT,True,Femenino,False,True,True,40,True,Si,Fibra optica,No,No,Si,Si,No,No,Mes a mes,True,Cheque electronico,84.85,3303.05,2.828
2874-YXVVA,False,Femenino,False,False,False,34,True,No,Fibra optica,No,Si,Si,Si,Si,Si,Mes a mes,True,Cheque electronico,105.1,3634.8,3.503
2876-GZYZC,False,Femenino,False,False,False,13,True,Si,Fibra optica,No,No,No,No,No,Si,Mes a mes,True,Cheque electronico,85.95,1215.65,2.865
2876-VBBBL,True,Femenino,False,False,False,1,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,True,Cheque por correo,20.25,20.25,0.675
2877-VDUER,False,Femenino,False,True,True,35,False,Sin servicio telefonico,DSL,No,No,No,Si,Si,No,Un año,False,Cheque por correo,40.9,1383.6,1.363
2878-DHMIN,False,Masculino,False,True,True,35,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,False,Cheque electronico,19.9,666.0,0.663
2878-RMWXY,False,Masculino,True,True,False,72,True,Si,Fibra optica,Si,Si,Si,No,No,Si,Dos años,True,Tarjeta de credito (automatica),102.65,7550.3,3.422
2880-FPNAE,False,Masculino,True,True,False,2,True,No,Fibra optica,No,No,Si,No,No,No,Mes a mes,True,Cheque electronico,74.2,140.1,2.473
2882-DDZPG,False,Femenino,False,False,False,12,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,False,Transferencia bancaria (automatica),19.45,227.45,0.648
2882-WDTBA,False,Masculino,False,True,True,69,True,No,DSL,Si,Si,Si,Si,Si,No,Dos años,True,Transferencia bancaria (automatica),75.75,5388.15,2.525
2883-ILGWO,False,Masculino,True,False,False,57,True,Si,Fibra optica,No,Si,No,Si,Si,Si,Mes a mes,True,Transferencia bancaria (automatica),104.9,5913.95,3.497
2884-GBPFB,True,Femenino,False,True,False,35,True,No,Fibra optica,No,No,No,No,No,No,Mes a mes,True,Cheque electronico,70.3,2416.55,2.343
2885-HIJDH,False,Masculino,False,True,True,69,True,Si,DSL,Si,No,Si,Si,Si,Si,Dos años,False,Transferencia bancaria (automatica),86.9,6194.1,2.897
2886-KEFUM,True,Femenino,False,True,False,63,True,Si,Fibra optica,No,Si,Si,No,Si,Si,Un año,True,Cheque electronico,107.5,6873.75,3.583
2887-JPYLU,False,Femenino,False,False,True,41,True,No,DSL,No,No,No,No,No,No,Mes a mes,False,Transferencia bancaria (automatica),45.2,1841.9,1.507
2888-ADFAO,False,Femenino,False,True,True,47,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,True,Transferencia bancaria (automatica),21.3,1041.8,0.71
2889-FPWRM,True,Masculino,False,True,False,72,True,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Un año,True,Transferencia bancaria (automatica),117.8,8684.8,3.927
2890-WFBHU,False,Femenino,False,False,False,59,True,Si,DSL,Si,Si,Si,Si,No,Si,Un año,False,Tarjeta de credito (automatica),79.85,4786.1,2.662
2892-GESUL,False,Femenino,False,True,True,18,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,False,Cheque por correo,19.35,309.25,0.645
2894-QOJRX,True,Femenino,False,True,False,25,False,Sin servicio telefonico,DSL,No,No,No,No,Si,No,Mes a mes,True,Transferencia bancaria (automatica),34.0,853.0,1.133
